RESPONSABLE DE SERVICIO,,, ,,,,,,DISTANCIA,ADULTO,ESCOLAR MEDIA,ESCOLAR SUPERIOR,TARIFA TERCERA EDAD,TARIFA MINIMA,INTERIOR,NOCTURNA,LOCAL URBANO,LOCAL RURAL,INTERMEDIOS,TRASNOCHE,DGOS- Y FESTIVOS,INICIO,TÉRMINO,N° Resolucion,Fecha,tipo servicio,
Folio,NOMBRE EMPRESA,COMUNA,Troncal - RUTA O VTE,TRAMO,SECTOR INICIO,COMUNA,SECTOR TÉRMINO,COMUNA,KM.,$,$,$,$,$,$,$,$,$,$,$,$,Hrs:,Hrs:,,,COLECTIVO RURAL,
240,Soc.Mov.y Trans. Tacofron Ltda,Villa Alemana,Variante 2,2,Terminal calle Puente       Pob. Prat,V. Alemana,"Centro, Parad. 7 Santa Ana   Circunvala",V. Alemana,8.4,500,,,,,,,,,,,,06.00,23.00,4540,05/11/18,COLECTIVO URBANO,
240,Soc.Mov.y Trans. Tacofron Ltda,Villa Alemana,Variante 2,2,Terminal calle Puente       Pob. Prat,V. Alemana,"Centro, Parad. 7 Santa Ana   Circunvala",V. Alemana,8.4,,,,,,,700,,,,,,23.01,06.59,4540,05/11/18,COLECTIVO URBANO,
242,Soc. de Trans. Generales Los Corceles S.A.,Quilpué,Troncal,1,Terminal,Quilpue,Peña Blanca,V. Alemana,12,900,,,,,,,,,,,,06.00,22.00,2480,18/11/22,COLECTIVO URBANO,
242,Soc. de Trans. Generales Los Corceles S.A.,Quilpué,Troncal,2,T. Viejos,Quilpue,Peña Blanca,V. Alemana,9,900,,,,,,,,,,,,06.00,22.00,2480,18/11/22,COLECTIVO URBANO,
242,Soc. de Trans. Generales Los Corceles S.A.,Quilpué,Troncal,3,Peña Blanca,V. Alemana,Freire con Blanco,Quilpue,8,1000,,,,,,,,,,,,06.00,22.00,2480,18/11/22,COLECTIVO URBANO,
242,Soc. de Trans. Generales Los Corceles S.A.,Quilpué,Troncal,4,Peña Blanca,V. Alemana,Plaza Mexico,Viña del Mar,36,1800,,,,,,,,,,,,06.00,22.00,2480,18/11/22,COLECTIVO URBANO,
242,Soc. de Trans. Generales Los Corceles S.A.,Quilpué,Troncal,5,Peña Blanca,V. Alemana,Plaza Aduana,Valparaiso,45,2100,,,,,,,,,,,,06.00,22.00,2480,18/11/22,COLECTIVO URBANO,
242,Soc. de Trans. Generales Los Corceles S.A.,Quilpué,Troncal,6,Parada 11,V. Alemana,Wilson par. 2,Villa Alemana,6.5,800,,,,,,,,,,,,06.00,22.00,2480,18/11/22,COLECTIVO URBANO,
242,Soc. de Trans. Generales Los Corceles S.A.,Quilpué,Variante 1,13,Terminal,Quilpue,Freire con Blanco,Quilpue,10,800,,,,,,,,,,,,06.00,22.00,2480,18/11/22,COLECTIVO URBANO,
242,Soc. de Trans. Generales Los Corceles S.A.,Quilpué,Variante 1,14,Terminal,Quilpue,Plaza Mexico,Viña del Mar,20.5,1800,,,,,,,,,,,,06.00,22.00,2480,18/11/22,COLECTIVO URBANO,
242,Soc. de Trans. Generales Los Corceles S.A.,Quilpué,Variante 1,15,Centro,Quilpue,Plaza Mexico,Viña del Mar,13.5,1600,,,,,,,,,,,,06.00,22.00,2480,18/11/22,COLECTIVO URBANO,
242,Soc. de Trans. Generales Los Corceles S.A.,Quilpué,Variante 1,16,Terminal,Quilpue,Plaza Aduana,Valparaiso,18.5,2000,,,,,,,,,,,,06.00,22.00,2480,18/11/22,COLECTIVO URBANO,
242,Soc. de Trans. Generales Los Corceles S.A.,Quilpué,Variante 1,17,Parada Libertad,Viña del Mar,Plaza Aduana,Valparaiso,8,900,,,,,,,,,,,,06.00,22.00,2480,18/11/22,COLECTIVO URBANO,
242,Soc. de Trans. Generales Los Corceles S.A.,Quilpué,Variante 2,23,Terminal,Quilpue,Freire con Blanco,Quilpue,9,800,,,,,,,,,,,,06.00,22.00,2480,18/11/22,COLECTIVO URBANO,
242,Soc. de Trans. Generales Los Corceles S.A.,Quilpué,Troncal,7,Terminal,Quilpue,Peña Blanca,Villa Alemana,12,,,,,,,1050,,,,,,22.00,06.00,2480,18/11/22,COLECTIVO URBANO,
242,Soc. de Trans. Generales Los Corceles S.A.,Quilpué,Troncal,8,T. Viejos,Quilpue,Peña Blanca,V. Alemana,9,,,,,,,1000,,,,,,22.00,06.00,2480,18/11/22,COLECTIVO URBANO,
242,Soc. de Trans. Generales Los Corceles S.A.,Quilpué,Troncal,9,Peña Blanca,V. Alemana,Freire con Blanco,Quilpue,8,,,,,,,1200,,,,,,22.00,06.00,2480,18/11/22,COLECTIVO URBANO,
242,Soc. de Trans. Generales Los Corceles S.A.,Quilpué,Troncal,10,Peña Blanca,V. Alemana,Plaza Mexico,Viña del Mar,36,,,,,,,2050,,,,,,22.00,06.00,2480,18/11/22,COLECTIVO URBANO,
242,Soc. de Trans. Generales Los Corceles S.A.,Quilpué,Troncal,11,Peña Blanca,V. Alemana,Plaza Aduana,Valparaiso,45,,,,,,,2400,,,,,,22.00,06.00,2480,18/11/22,COLECTIVO URBANO,
242,Soc. de Trans. Generales Los Corceles S.A.,Quilpué,Troncal,12,Parada 11,V. Alemana,Wilson par. 2,V. Alemana,6.5,,,,,,,1000,,,,,,22.00,06.00,2480,18/11/22,COLECTIVO URBANO,
242,Soc. de Trans. Generales Los Corceles S.A.,Quilpué,Variante 1,18,Terminal,Quilpue,Freire con Blanco,Quilpue,10,,,,,,,950,,,,,,22.00,06.00,2480,18/11/22,COLECTIVO URBANO,
242,Soc. de Trans. Generales Los Corceles S.A.,Quilpué,Variante 1,19,Terminal,Quilpue,Plaza Mexico,Viña del Mar,17,,,,,,,2050,,,,,,22.00,06.00,2480,18/11/22,COLECTIVO URBANO,
242,Soc. de Trans. Generales Los Corceles S.A.,Quilpué,Variante 1,20,Centro,Quilpue,Plaza Mexico,Viña del Mar,13.5,,,,,,,1850,,,,,,22.00,06.00,2480,18/11/22,COLECTIVO URBANO,
242,Soc. de Trans. Generales Los Corceles S.A.,Quilpué,Variante 1,21,Terminal,Quilpue,Plaza Aduana,Valparaiso,31,,,,,,,2300,,,,,,22.00,06.00,2480,18/11/22,COLECTIVO URBANO,
242,Soc. de Trans. Generales Los Corceles S.A.,Quilpué,Variante 1,22,Parada Libertad,Viña del Mar,Plaza Aduana,Valparaiso,11,,,,,,,1200,,,,,,22.00,06.00,2480,18/11/22,COLECTIVO URBANO,
242,Soc. de Trans. Generales Los Corceles S.A.,Quilpué,Variante 2,24,Terminal,Quilpue,Freire con Blanco,Quilpue,9,,,,,,,950,,,,,,22.00,06.00,2480,18/11/22,COLECTIVO URBANO,
245,SIND.COLEC.BELLAVISTA DE LOS ANDES,Los andes,TRONCAL ,1,PARADA CALLE RODRIGUEZ ,LOS ANDES,BELLAVISTA - VILLA PRIMAVERA     ,LOS ANDES ,4,700,,,,,,,,,,,,7:00,21.00,1718,23/08/22,COLECTIVO URBANO,
245,SIND.COLEC.BELLAVISTA DE LOS ANDES,Los andes,TRONCAL ,1,PARADA CALLE RODRIGUEZ ,LOS ANDES,BELLAVISTA - VILLA PRIMAVERA     ,LOS ANDES ,4,,,,,,,800,,,,,,21:01,00:00,1718,23/08/22,COLECTIVO URBANO,
245,SIND.COLEC.BELLAVISTA DE LOS ANDES,Los andes,TRONCAL,2,PARADA CALLE RODRIGUEZ ,LOS ANDES,REGIMIENTO YUNGAY  - MONTES ANDINOS,LOS ANDES ,5.5,750,,,,,,,,,,,,7:00,21:00,1718,23/08/22,COLECTIVO URBANO,
245,SIND.COLEC.BELLAVISTA DE LOS ANDES,Los andes,TRONCAL,2,PARADA CALLE RODRIGUEZ ,LOS ANDES,REGIMIENTO YUNGAY  - MONTES ANDINOS,LOS ANDES ,5.5,,,,,,,850,,,,,,21:01,00:00,1718,23/08/22,COLECTIVO URBANO,
248,Empresa de Transportes Arnaldo Morales y Cia. Ltda.,Valparaíso,TRONCAL  ,1,A. VARGAS STOLLER,VALPARAISO,PLAZUELA SAN LUIS ,VALPARAISO,2.5,600,,,,,,,,,,,,7:00,22.00,1271,21/07/22,COLECTIVO URBANO,
248,Empresa de Transportes Arnaldo Morales y Cia. Ltda.,Valparaíso,TRONCAL  ,2,A. VARGAS STOLLER,VALPARAISO,URRIOLA,VALPARAISO,3.4,700,,,,,,,,,,,,7:00,22.00,1271,21/07/22,COLECTIVO URBANO,
248,Empresa de Transportes Arnaldo Morales y Cia. Ltda.,Valparaíso,TRONCAL  ,3,A.VARGAS STOLLER,VALPARAISO,12 DE FEBRERO,VALPARAISO,6.0,800,,,,,,,,,,,,7:00,22.00,1271,21/07/22,COLECTIVO URBANO,
248,Empresa de Transportes Arnaldo Morales y Cia. Ltda.,Valparaíso,TRONCAL  ,4,12 DE FEBRERO,VALPARAISO,PLAZUELA ECUADOR,VALPARAISO,2.0,700,,,,,,,,,,,,7:00,22.00,1271,21/07/22,COLECTIVO URBANO,
248,Empresa de Transportes Arnaldo Morales y Cia. Ltda.,Valparaíso,TRONCAL  ,5,12 DE FEBRERO,VALPARAISO,A. VARGAS STOLLER,VALPARAISO,6.0,800,,,,,,,,,,,,7:00,22:00,1271,21/07/22,COLECTIVO URBANO,
248,Empresa de Transportes Arnaldo Morales y Cia. Ltda.,Valparaíso,TRONCAL  ,6,12 DE FEBRERO,VALPARAISO,PLAZUELA SAN LUIS ,VALPARAISO,3.9,800,,,,,,,,,,,,7:00,22:00,1271,21/07/22,COLECTIVO URBANO,
248,Empresa de Transportes Arnaldo Morales y Cia. Ltda.,Valparaíso,TRONCAL  ,7,12 DE FEBRERO,VALPARAISO,POBLACION SAN VICENTE,VALPARAISO,4.1,800,,,,,,,,,,,,7:00,22:00,1271,21/07/22,COLECTIVO URBANO,
248,Empresa de Transportes Arnaldo Morales y Cia. Ltda.,Valparaíso,TRONCAL  ,8,12 DE FEBRERO,VALPARAISO,CARLOS LYON /IBERIA,VALPARAISO,4.1,800,,,,,,,,,,,,7:00,22:00,1271,21/07/22,COLECTIVO URBANO,
248,Empresa de Transportes Arnaldo Morales y Cia. Ltda.,Valparaíso,TRONCAL  ,9,PLAZUELA ECUADOR,VALPARAISO,RUMANIA,VALPARAISO,2.6,600,,,,,,,,,,,,7:00,22:00,1271,21/07/22,COLECTIVO URBANO,
248,Empresa de Transportes Arnaldo Morales y Cia. Ltda.,Valparaíso,TRONCAL  ,10,PLAZUELA ECUADOR,VALPARAISO,A. VARGAS STOLLER,VALPARAISO,3.7,700,,,,,,,,,,,,7:00,22:00,1271,21/07/22,COLECTIVO URBANO,
248,Empresa de Transportes Arnaldo Morales y Cia. Ltda.,Valparaíso,TRONCAL  ,11,A. VARGAS STOLLER,VALPARAISO,RUMANIA,VALPARAISO,1.5,500,,,,,,,,,,,,7:00,22:00,1271,21/07/22,COLECTIVO URBANO,
248,Empresa de Transportes Arnaldo Morales y Cia. Ltda.,Valparaíso,VARIANTE 1,1,A.VARGAS STOLLER,VALPARAISO,PLAZA WISMARK,VALPARAISO,2.8,600,,,,,,,,,,,,7:00,22:00,1271,21/07/22,COLECTIVO URBANO,
248,Empresa de Transportes Arnaldo Morales y Cia. Ltda.,Valparaíso,VARIANTE 1,2,A. VARGAS STOLLER,VALPARAISO,PLAZUELA ECUADOR,VALPARAISO,4.1,700,,,,,,,,,,,,7:00,22:00,1271,21/07/22,COLECTIVO URBANO,
248,Empresa de Transportes Arnaldo Morales y Cia. Ltda.,Valparaíso,VARIANTE 1,3,A.VARGAS STOLLER,VALPARAISO,CARRERA,VALPARAISO,4.7,800,,,,,,,,,,,,7:00,22:00,1271,21/07/22,COLECTIVO URBANO,
248,Empresa de Transportes Arnaldo Morales y Cia. Ltda.,Valparaíso,VARIANTE 1,4,CARRERA,VALPARAISO,PLAZUELA ECUADOR,VALPARAISO,0.9,700,,,,,,,,,,,,7:00,22:00,1271,21/07/22,COLECTIVO URBANO,
248,Empresa de Transportes Arnaldo Morales y Cia. Ltda.,Valparaíso,VARIANTE 1,5,CARRERA,VALPARAISO,A.VARGAS STOLLER,VALPARAISO,4.6,800,,,,,,,,,,,,7:00,22:00,1271,21/07/22,COLECTIVO URBANO,
248,Empresa de Transportes Arnaldo Morales y Cia. Ltda.,Valparaíso,VARIANTE 1,6,PLAZUELA ECUADOR,VALPARAISO,RUMANIA,VALPARAISO,2.6,600,,,,,,,,,,,,7:00,22:00,1271,21/07/22,COLECTIVO URBANO,
248,Empresa de Transportes Arnaldo Morales y Cia. Ltda.,Valparaíso,VARIANTE 1,7,PLAZUELA ECUADOR,VALPARAISO,A.V ARGAS STOLLER,VALPARAISO,3.7,700,,,,,,,,,,,,7:00,22:00,1271,21/07/22,COLECTIVO URBANO,
248,Empresa de Transportes Arnaldo Morales y Cia. Ltda.,Valparaíso,VARIANTE 2,1,A.VARGAS STOLLER,VALPARAISO,PLAZA WISMARK,VALPARAISO,2.8,600,,,,,,,,,,,,7:00,22:00,1271,21/07/22,COLECTIVO URBANO,
248,Empresa de Transportes Arnaldo Morales y Cia. Ltda.,Valparaíso,VARIANTE 2,2,A.VARGAS STOLLER,VALPARAISO,YERBAS BUENAS,VALPARAISO,2.3,700,,,,,,,,,,,,7:00,22:00,1271,21/07/22,COLECTIVO URBANO,
248,Empresa de Transportes Arnaldo Morales y Cia. Ltda.,Valparaíso,VARIANTE 2,3,A. VARGAS STOLLER,VALPARAISO,PLAZUELA ECUADOR,VALPARAISO,3.2,700,,,,,,,,,,,,7:00,22:00,1271,21/07/22,COLECTIVO URBANO,
248,Empresa de Transportes Arnaldo Morales y Cia. Ltda.,Valparaíso,VARIANTE 2,4,PLAZUELA ECUADOR,VALPARAISO,RUMANIA,VALPARAISO,2.6,600,,,,,,,,,,,,7:00,22:00,1271,21/07/22,COLECTIVO URBANO,
248,Empresa de Transportes Arnaldo Morales y Cia. Ltda.,Valparaíso,VARIANTE 2,5,PLAZUELA ECUADOR,VALPARAISO,A. VARGAS STOLLER,VALPARAISO,3.7,700,,,,,,,,,,,,7:00,22:00,1271,21/07/22,COLECTIVO URBANO,
248,Empresa de Transportes Arnaldo Morales y Cia. Ltda.,Valparaíso,TRONCAL  ,12,A. VARGAS STOLLER,VALPARAISO,12 DE FEBRERO,VALPARAISO,6.0,,,,,,,1000,,,,,,22:01,06:59,1271,21/07/22,COLECTIVO URBANO,
248,Empresa de Transportes Arnaldo Morales y Cia. Ltda.,Valparaíso,TRONCAL  ,13,12 DE FEBRERO,VALPARAISO,A. VARGAS STOLLER,VALPARAISO,6.0,,,,,,,1000,,,,,,22:01,06:59,1271,21/07/22,COLECTIVO URBANO,
248,Empresa de Transportes Arnaldo Morales y Cia. Ltda.,Valparaíso,TRONCAL  ,14,A.VARGAS STOLLER,VALPARAISO,PLAZUELA ECUADOR,VALPARAISO,3.7,,,,,,,1000,,,,,,22:01,06:59,1271,21/07/22,COLECTIVO URBANO,
248,Empresa de Transportes Arnaldo Morales y Cia. Ltda.,Valparaíso,TRONCAL  ,15,PLAZUELA ECUADOR,VALPARAISO,A. VARGAS STOLLER,VALPARAISO,3.7,,,,,,,1000,,,,,,22:01,06:59,1271,21/07/22,COLECTIVO URBANO,
248,Empresa de Transportes Arnaldo Morales y Cia. Ltda.,Valparaíso,TRONCAL  ,16,RUMANIA,VALPARAISO,PLAZUELA ECUADOR,VALPARAISO,2.6,,,,,,,1000,,,,,,22:01,06:59,1271,21/07/22,COLECTIVO URBANO,
248,Empresa de Transportes Arnaldo Morales y Cia. Ltda.,Valparaíso,TRONCAL  ,17,PLAZUELA ECUADOR,VALPARAISO,RUMANIA,VALPARAISO,2.6,,,,,,,1000,,,,,,22:01,06:59,1271,21/07/22,COLECTIVO URBANO,
253,Eª de Transportes y Servicios 7D Ltda.,Viña del Mar,Troncal,1,Avenida Navarrete   257,V.del Mar,  Chorrillos,V. del Mar,10,805,,,,,,,,,,,,06.00,22.59,4540,05/11/18,COLECTIVO URBANO,
253,Eª de Transportes y Servicios 7D Ltda.,Viña del Mar,Troncal,2,Navarrete    Las  Vegas,V. del Mar,  Chorrillos,V. del Mar,11,805,,,,,,,,,,,,06.00,22.59,4540,05/11/18,COLECTIVO URBANO,
253,Eª de Transportes y Servicios 7D Ltda.,Viña del Mar,Troncal,3,Las   Palmas,VALPARAISO,  Chorrillos,V. del Mar,11,805,,,,,,,,,,,,06.00,22.59,4540,05/11/18,COLECTIVO URBANO,
253,Eª de Transportes y Servicios 7D Ltda.,Viña del Mar,Troncal,4,Las   Palmas,VALPARAISO,  Hospital,V. del Mar,9,755,,,,,,,,,,,,06.00,22.59,4540,05/11/18,COLECTIVO URBANO,
253,Eª de Transportes y Servicios 7D Ltda.,Viña del Mar,Troncal,5,Avenida Navarrete   257,V. del Mar,  Hospital,V. del Mar,8,755,,,,,,,,,,,,06.00,22.59,4540,05/11/18,COLECTIVO URBANO,
253,Eª de Transportes y Servicios 7D Ltda.,Viña del Mar,Troncal,6,Navarrete    Las  Vegas,V. del Mar,  Hospital,V. del Mar,9,805,,,,,,,,,,,,06.00,22.59,4540,05/11/18,COLECTIVO URBANO,
253,Eª de Transportes y Servicios 7D Ltda.,Viña del Mar,Troncal,7,Nueva  Aurora Paradero  7,V. del Mar,  Chorrillos,V. del Mar,10,805,,,,,,,,,,,,06.00,22.59,4540,05/11/18,COLECTIVO URBANO,
253,Eª de Transportes y Servicios 7D Ltda.,Viña del Mar,Troncal,8,Nueva  Aurora Paradero  7,V. del Mar,  Hospital,V. del Mar,7,705,,,,,,,,,,,,06.00,22.59,4540,05/11/18,COLECTIVO URBANO,
253,Eª de Transportes y Servicios 7D Ltda.,Viña del Mar,Troncal,9,Avenida Navarrete   257,V. del Mar,  Rodoviario,V. del Mar,7,655,,,,,,,,,,,,06.00,22.59,4540,05/11/18,COLECTIVO URBANO,
253,Eª de Transportes y Servicios 7D Ltda.,Viña del Mar,Troncal,10,Navarrete    Las  Vegas,V. del Mar,  Rodoviario,V. del Mar,8,705,,,,,,,,,,,,06.00,22.59,4540,05/11/18,COLECTIVO URBANO,
253,Eª de Transportes y Servicios 7D Ltda.,Viña del Mar,Troncal,11,Las   Palmas,VALPARAISO,  Rodoviario,V. del Mar,8,655,,,,,,,,,,,,06.00,22.59,4540,05/11/18,COLECTIVO URBANO,
253,Eª de Transportes y Servicios 7D Ltda.,Viña del Mar,Troncal,12,Nueva  Aurora Paradero  7,V. del Mar,  Rodoviario,V. del Mar,6,605,,,,,,,,,,,,06.00,22.59,4540,05/11/18,COLECTIVO URBANO,
253,Eª de Transportes y Servicios 7D Ltda.,Viña del Mar,Troncal,13,La  Gruta  San José,V. del Mar,  Chorrillos,V. del Mar,5,805,,,,,,,,,,,,06.00,22.59,4540,05/11/18,COLECTIVO URBANO,
253,Eª de Transportes y Servicios 7D Ltda.,Viña del Mar,Troncal,14,La  Gruta  San José,V. del Mar,  Hospital,V. del Mar,4,705,,,,,,,,,,,,06.00,22.59,4540,05/11/18,COLECTIVO URBANO,
253,Eª de Transportes y Servicios 7D Ltda.,Viña del Mar,Troncal,15,Plaza   Parroquia,V. del Mar,   Chorrillos,V. del Mar,3,505,,,,,,,,,,,,06.00,22.59,4540,05/11/18,COLECTIVO URBANO,
253,Eª de Transportes y Servicios 7D Ltda.,Viña del Mar,Troncal,16,Chorrillos,V. del Mar,Agua Santa - Diego Portales,V. del Mar,5,605,,,,,,,,,,,,06.00,22.59,4540,05/11/18,COLECTIVO URBANO,
253,Eª de Transportes y Servicios 7D Ltda.,Viña del Mar,Troncal,17,Chorrillos,V. del Mar,    Calle    Quinta,V. del Mar,3.5,505,,,,,,,,,,,,06.00,22.59,4540,05/11/18,COLECTIVO URBANO,
253,Eª de Transportes y Servicios 7D Ltda.,Viña del Mar,Troncal,18,Mercado,V. del Mar,Nueva Aurota Padadero  7,V. del Mar,6,605,,,,,,,,,,,,06.00,22.59,4540,05/11/18,COLECTIVO URBANO,
253,Eª de Transportes y Servicios 7D Ltda.,Viña del Mar,Troncal,19,Parada  1 Nva. Aurora,V. del Mar,Paradero  7  Nueva Aurora,V. del Mar,2,455,,,,,,,,,,,,06.00,22.59,4540,05/11/18,COLECTIVO URBANO,
253,Eª de Transportes y Servicios 7D Ltda.,Viña del Mar,Troncal,20,Parada  1 Nva. Aurora,V. del Mar,    Las   Palmas,Valparaíso,3,455,,,,,,,,,,,,06.00,22.59,4540,05/11/18,COLECTIVO URBANO,
253,Eª de Transportes y Servicios 7D Ltda.,Viña del Mar,Troncal,21,Parada  1 Nva. Aurora,V. del Mar,Avenida Navarrete 257,V. del Mar,3,505,,,,,,,,,,,,06.00,22.59,4540,05/11/18,COLECTIVO URBANO,
253,Eª de Transportes y Servicios 7D Ltda.,Viña del Mar,Troncal ,22,Parada  1 Nva. Aurora,V. del Mar,Navarrete - Las Vegas,V. del Mar,3.5,555,,,,,,,,,,,,06.00,22.59,4540,05/11/18,COLECTIVO URBANO,
253,Eª de Transportes y Servicios 7D Ltda.,Viña del Mar,Troncal,23,Parada  1 Nva. Aurora,V. del Mar,Villa Linda - Parada  5,V. del Mar,3,455,,,,,,,,,,,,06.00,22.59,4540,05/11/18,COLECTIVO URBANO,
253,Eª de Transportes y Servicios 7D Ltda.,Viña del Mar,Troncal,24,Parada  5 Nva. Aurora,V. del Mar,Villa Linda - Bulnes,V. del Mar,1,355,,,,,,,,,,,,06.00,22.59,4540,05/11/18,COLECTIVO URBANO,
253,Eª de Transportes y Servicios 7D Ltda.,Viña del Mar,Troncal,25,U.V.M.,V. del Mar,Terminal de Buses,V. del Mar,11,655,,,,,,,,,,,,06.00,22.59,4540,05/11/18,COLECTIVO URBANO,
253,Eª de Transportes y Servicios 7D Ltda.,Viña del Mar,Troncal,26,U.V.M.,V. del Mar,Chorrillos,V. del Mar,21,905,,,,,,,,,,,,06.00,22.59,4540,05/11/18,COLECTIVO URBANO,
253,Eª de Transportes y Servicios 7D Ltda.,Viña del Mar,Troncal,1,Avenida Navarrete   257,V.del Mar,  Chorrillos,V. del Mar,10,,,,,,,1105,,,,,,23.00,05.59,4540,05/11/18,COLECTIVO URBANO,
253,Eª de Transportes y Servicios 7D Ltda.,Viña del Mar,Troncal,2,Navarrete    Las  Vegas,V. del Mar,  Chorrillos,V. del Mar,11,,,,,,,1155,,,,,,23.00,05.59,4540,05/11/18,COLECTIVO URBANO,
253,Eª de Transportes y Servicios 7D Ltda.,Viña del Mar,Troncal,3,Las   Palmas,VALPARAISO,  Chorrillos,V. del Mar,11,,,,,,,1055,,,,,,23.00,05.59,4540,05/11/18,COLECTIVO URBANO,
253,Eª de Transportes y Servicios 7D Ltda.,Viña del Mar,Troncal,4,Las   Palmas,VALPARAISO,  Hospital,V. del Mar,9,,,,,,,1005,,,,,,23.00,05.59,4540,05/11/18,COLECTIVO URBANO,
253,Eª de Transportes y Servicios 7D Ltda.,Viña del Mar,Troncal,5,Avenida Navarrete   257,V. del Mar,  Hospital,V. del Mar,8,,,,,,,1105,,,,,,23.00,05.59,4540,05/11/18,COLECTIVO URBANO,
253,Eª de Transportes y Servicios 7D Ltda.,Viña del Mar,Troncal,6,Navarrete    Las  Vegas,V. del Mar,  Hospital,V. del Mar,9,,,,,,,1105,,,,,,23.00,05.59,4540,05/11/18,COLECTIVO URBANO,
253,Eª de Transportes y Servicios 7D Ltda.,Viña del Mar,Troncal,7,Nueva  Aurora Paradero  7,V. del Mar,  Chorrillos,V. del Mar,10,,,,,,,1055,,,,,,23.00,05.59,4540,05/11/18,COLECTIVO URBANO,
253,Eª de Transportes y Servicios 7D Ltda.,Viña del Mar,Troncal,8,Nueva  Aurora Paradero  7,V. del Mar,  Hospital,V. del Mar,7,,,,,,,955,,,,,,23.00,05.59,4540,05/11/18,COLECTIVO URBANO,
253,Eª de Transportes y Servicios 7D Ltda.,Viña del Mar,Troncal,9,Avenida Navarrete   257,V. del Mar,  Rodoviario,V. del Mar,7,,,,,,,905,,,,,,23.00,05.59,4540,05/11/18,COLECTIVO URBANO,
253,Eª de Transportes y Servicios 7D Ltda.,Viña del Mar,Troncal,10,Navarrete    Las  Vegas,V. del Mar,  Rodoviario,V. del Mar,8,,,,,,,955,,,,,,23.00,05.59,4540,05/11/18,COLECTIVO URBANO,
253,Eª de Transportes y Servicios 7D Ltda.,Viña del Mar,Troncal,11,Las   Palmas,VALPARAISO,  Rodoviario,V. del Mar,8,,,,,,,905,,,,,,23.00,05.59,4540,05/11/18,COLECTIVO URBANO,
253,Eª de Transportes y Servicios 7D Ltda.,Viña del Mar,Troncal,12,Nueva  Aurora Paradero  7,V. del Mar,  Rodoviario,V. del Mar,6,,,,,,,855,,,,,,23.00,05.59,4540,05/11/18,COLECTIVO URBANO,
253,Eª de Transportes y Servicios 7D Ltda.,Viña del Mar,Troncal,13,La  Gruta  San José,V. del Mar,  Chorrillos,V. del Mar,5,,,,,,,1005,,,,,,23.00,05.59,4540,05/11/18,COLECTIVO URBANO,
253,Eª de Transportes y Servicios 7D Ltda.,Viña del Mar,Troncal,14,La Gruta,V. del Mar,   Hospital,V. del Mar,4,,,,,,,955,,,,,,23.00,05.59,4540,05/11/18,COLECTIVO URBANO,
253,Eª de Transportes y Servicios 7D Ltda.,Viña del Mar,Troncal,15,Plaza   Parroquia,V. del Mar,   Chorrillos,V. del Mar,3,,,,,,,755,,,,,,23.00,05.59,4540,05/11/18,COLECTIVO URBANO,
253,Eª de Transportes y Servicios 7D Ltda.,Viña del Mar,Troncal,16,Chorrillos,V. del Mar,Agua Santa - Diego Portales,V. del Mar,5,,,,,,,805,,,,,,23.00,05.59,4540,05/11/18,COLECTIVO URBANO,
253,Eª de Transportes y Servicios 7D Ltda.,Viña del Mar,Troncal,17,Chorrillos,V. del Mar,    Calle    Quinta,V. del Mar,3.5,,,,,,,755,,,,,,23.00,05.59,4540,05/11/18,COLECTIVO URBANO,
253,Eª de Transportes y Servicios 7D Ltda.,Viña del Mar,Troncal,18,Mercado,V. del Mar,Nueva Aurota Padadero  7,V. del Mar,6,,,,,,,855,,,,,,23.00,05.59,4540,05/11/18,COLECTIVO URBANO,
253,Eª de Transportes y Servicios 7D Ltda.,Viña del Mar,Troncal,19,Parada  1 Nva. Aurora,V. del Mar,Paradero  7  Nueva Aurora,V. del Mar,2,,,,,,,605,,,,,,23.00,05.59,4540,05/11/18,COLECTIVO URBANO,
253,Eª de Transportes y Servicios 7D Ltda.,Viña del Mar,Troncal,20,Parada  1 Nva. Aurora,V. del Mar,    Las   Palmas,Valparaíso,3,,,,,,,605,,,,,,23.00,05.59,4540,05/11/18,COLECTIVO URBANO,
253,Eª de Transportes y Servicios 7D Ltda.,Viña del Mar,Troncal  ,21,Parada  1 Nva. Aurora,V. del Mar,Avenida Navarrete 257,V. del Mar,3,,,,,,,655,,,,,,23.00,05.59,4540,05/11/18,COLECTIVO URBANO,
253,Eª de Transportes y Servicios 7D Ltda.,Viña del Mar,Troncal,22,Parada  1 Nva. Aurora,V. del Mar,Navarrete - Las Vegas,V. del Mar,3.5,,,,,,,705,,,,,,23.00,05.59,4540,05/11/18,COLECTIVO URBANO,
253,Eª de Transportes y Servicios 7D Ltda.,Viña del Mar,Troncal ,23,Parada  1 Nva. Aurora,V. del Mar,Villa Linda - Parada  5,V. del Mar,3,,,,,,,605,,,,,,23.00,05.59,4540,05/11/18,COLECTIVO URBANO,
253,Eª de Transportes y Servicios 7D Ltda.,Viña del Mar,Troncal,24,Parada  5 Nva. Aurora,V. del Mar,Villa Linda - Bulnes,V. del Mar,1,,,,,,,505,,,,,,23.00,05.59,4540,05/11/18,COLECTIVO URBANO,
253,Eª de Transportes y Servicios 7D Ltda.,Viña del Mar,Troncal,25,U.V.M.,V. del Mar,Terminal de Buses,V. del Mar,11,,,,,,,955,,,,,,23.00,05.59,4540,05/11/18,COLECTIVO URBANO,
